trackName,endTime,artistName,msPlayed,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist,Likes_Song
All the Smoke (feat. Gunna & Wiz Khalifa),2022-04-15 22:39,Tyla Yaweh,211237,3McTpsUQfEDrlNd2ikro2E,All the Smoke (feat. Gunna & Wiz Khalifa),73,211237,1,"['Tyla Yaweh', 'Gunna', 'Wiz Khalifa']","['1MXZ0hsGic96dWRDKwAwdr', '2hlmm7s2ICUX0LVIhVFlZQ', '137W8MRPWKqSmrBGDBFSop']",2020-12-18,0.7120000000000001,0.8220000000000001,6,-3.728,0,0.131,0.0321,0.0,0.239,0.469,91.01100000000001,4,Tyla Yaweh,True
Aloha,2022-09-09 14:03,Maluma,241659,5RAIMjdrCEjpjaR5tBATXU,Aloha,82,241659,0,"['Maluma', 'Beéle', 'Rauw Alejandro', 'Mambo Kingz', 'DJ Luian', 'Darell']","['1r4hJ1h58CWwUQe3MxPuau', '7a0XAaPaK2aDSqa8p3QnC7', '1mcTU81TzQhprhouKaTkpq', '2T1aUibqR2QC2sINIDQOAK', '64aJYyrXljOodnUG6jvhRD', '1TtXnWcUs0FCkaZDPGYHdf']",2021-03-05,0.807,0.7120000000000001,1,-5.757000000000001,1,0.1,0.532,2.37e-05,0.163,0.792,100.00399999999999,4,Maluma,True
Am I Wrong,2022-08-01 17:43,Nico & Vinz,25834,1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,76,245867,0,['Nico & Vinz'],['0awl5piYwO0CDTHEkCjUhn'],2014,0.7290000000000001,0.675,8,-6.002999999999999,1,0.0312,0.175,1.58e-06,0.55,0.779,119.96799999999999,4,Nico & Vinz,False
American Dream,2022-02-12 17:33,MKTO,225746,5RmIP2OglmIOvsOxrE43Xw,American Dream,51,225747,0,['MKTO'],['2l35CQqtYRh3d8ZIiBep4v'],2012,0.556,0.764,0,-5.053999999999999,1,0.0503,0.115,0.0,0.203,0.465,122.84,4,MKTO,True
Animal,2022-02-11 22:43,Neon Trees,43490,0l4DTppOxy7NUaEcwXuOb6,Animal,67,212307,0,['Neon Trees'],['0RpddSzUHfncUWNJXKOsjy'],2010,0.48200000000000004,0.8290000000000001,5,-5.5760000000000005,1,0.0437,0.00033999999999999997,0.0,0.37799999999999995,0.7390000000000001,147.99,4,Neon Trees,True
Anyone,2022-04-04 17:20,Justin Bieber,190779,31qCy5ZaophVA81wtlwLc4,Anyone,90,190779,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-01-01,0.6859999999999999,0.5379999999999999,2,-8.026,1,0.0345,0.18100000000000002,3.13e-06,0.113,0.584,115.884,4,Justin Bieber,True
Apudo Ipudo,2022-09-10 20:57,Siddharth,198630,4KDq9bn0wdEbIFQDi1CGgj,Apudo Ipudo,44,243265,0,['Siddharth'],['4K42hgH9ltvSq74hcOC85P'],2006-08-14,0.88,0.711,7,-9.529,1,0.10400000000000001,0.0519,0.00201,0.0667,0.8190000000000001,102.986,4,Siddharth,True
Armed And Dangerous,2022-03-18 22:50,Juice WRLD,54931,5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,81,169999,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.736,0.67,10,-6.702000000000001,1,0.311,0.18600000000000003,0.0,0.114,0.845,130.032,4,Juice WRLD,True
Arms Around You (feat. Maluma & Swae Lee),2022-08-21 04:20,XXXTENTACION,198902,2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),73,198903,1,"['XXXTENTACION', 'Lil Pump', 'Swae Lee', 'Maluma']","['15UsOTVnJzReFVN1VCnxy4', '3wyVrVrFCkukjdVIdirGVY', '1zNqQNIdeOUZHb8zbZRFMX', '1r4hJ1h58CWwUQe3MxPuau']",2018-10-25,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.28800000000000003,104.969,4,XXXTENTACION,True
As I Am (feat. Khalid),2022-04-29 18:28,Justin Bieber,174406,6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),85,174406,0,"['Justin Bieber', 'Khalid']","['1uNFoZAHBGtllmzznpCI3s', '6LuN9FCkKOj5PcnpouEgny']",2021-03-19,0.595,0.5429999999999999,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,4,Justin Bieber,True
As If It's Your Last,2022-06-21 18:32,BLACKPINK,213264,4ZxOuNHhpyOj4gv52MtQpT,As If It's Your Last,77,213264,0,['BLACKPINK'],['41MozSoPIsD1dJM0CLPjZF'],2017-06-22,0.7859999999999999,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4,BLACKPINK,True
At Least I Had Fun,2021-10-22 20:29,Martin Jensen,170613,0yGK7FFSIZXQyyO5UQoeHL,At Least I Had Fun,57,170614,0,"['Martin Jensen', 'RANI']","['4ehtJnVumNf6xzSCDk8aLB', '3SYnDj7btg9gFY7ps8m5d5']",2020-08-14,0.794,0.706,5,-6.066,0,0.0382,0.198,0.0,0.0536,0.9079999999999999,116.03200000000001,4,Martin Jensen,True
Athiloka Sundari,2022-09-08 02:42,Vishal Dadlani,254399,7agbQBEJYIaKJ8lGVdq1bv,Athiloka Sundari,44,254400,0,"['Vishal Dadlani', 'Karthik']","['6CXEwIaXYfVJ84biCxqc9k', '0LSPREIgGMZXCuKVel7LVD']",2016-04-01,0.6729999999999999,0.88,0,-6.632999999999999,0,0.0541,0.305,6.95e-05,0.12,0.737,159.031,4,Vishal Dadlani,True
Awful Things,2021-12-11 19:40,Lil Peep,18448,7Hr2XoaGpIMKbNXCZDZ3le,Awful Things,74,214427,1,"['Lil Peep', 'Lil Tracy']","['2kCcBybjl3SAtIcwdWpUe3', '5g63iWaMJ2UrkZMkCC8dMi']",2017-08-15,0.368,0.7959999999999999,1,-4.923,0,0.0823,0.0157,0.0,0.0694,0.18100000000000002,170.033,4,Lil Peep,False
BEBÉ,2022-09-21 16:41,Camilo,4640,7D7EH7MGyNHWSkqrszerI1,BEBÉ,85,198707,0,"['Camilo', 'El Alfa']","['28gNT5KBp7IjEOQoevXf9N', '2oQX8QiMXOyuqbcZEFsZfm']",2020-11-25,0.862,0.72,4,-4.048,1,0.0379,0.48700000000000004,1.19e-06,0.0604,0.965,129.972,4,Camilo,False
BED,2021-10-23 03:19,Joel Corry,1650,0siYMEsGrzzzlWLXK5zJfS,BED,87,178088,0,"['Joel Corry', 'RAYE', 'David Guetta']","['6DgP9otnZw5z6daOntINxp', '5KKpBU5eC2tJDzf0wmlRp2', '1Cs0zKBU1kc0i8ypK3B9ai']",2021-02-26,0.6709999999999999,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.33299999999999996,0.618,123.98899999999999,4,Joel Corry,False
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",2022-01-28 02:49,YG,0,0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",72,237240,1,"['YG', '2 Chainz', 'Big Sean', 'Nicki Minaj']","['0A0FS04o6zMoto8OKPsDwY', '17lzZA2AlOHwCwFALHttmp', '0c173mlxpT3dSFRgMO8XPh', '0hCNtLu0JehylgoiP8L4Gh']",2018-08-03,0.745,0.34600000000000003,1,-7.709,1,0.331,0.005520000000000001,0.0,0.0881,0.11199999999999999,203.91099999999997,4,YG,False
BIG PURR (Prrdd) (feat. Pooh Shiesty),2021-12-07 15:34,Coi Leray,1720,5byWPNSh2hi0ULmDxBgLyV,BIG PURR (Prrdd) (feat. Pooh Shiesty),76,116760,1,"['Coi Leray', 'Pooh Shiesty']","['6AMd49uBDJfhf30Ak2QR5s', '5F1aAS1duwlzExnPs3l2Xe']",2021-03-26,0.774,0.41200000000000003,1,-8.619,1,0.37799999999999995,0.026000000000000002,0.0,0.08800000000000001,0.38,139.94299999999998,4,Coi Leray,False
BLIND (feat. Young Thug),2022-03-24 15:50,DaBaby,153466,2T5NBwKRySiCR78vVk08vr,BLIND (feat. Young Thug),74,153467,1,"['DaBaby', 'Young Thug']","['4r63FhuTkUYltbVAg5TQnk', '50co4Is1HCEo8bhOyUWKpn']",2020-08-04,0.7090000000000001,0.679,11,-6.502999999999999,0,0.34600000000000003,0.0115,0.0,0.0971,0.754,162.97299999999998,4,DaBaby,True
BOOMBAYAH,2022-06-21 18:28,BLACKPINK,240793,13MF2TYuyfITClL1R2ei6e,BOOMBAYAH,76,240793,0,['BLACKPINK'],['41MozSoPIsD1dJM0CLPjZF'],2016-08-08,0.6609999999999999,0.836,5,-3.1639999999999997,0,0.059000000000000004,0.00268,0.0,0.49700000000000005,0.396,124.95200000000001,4,BLACKPINK,True
Baby,2022-07-20 20:17,Justin Bieber,50386,6epn3r7S14KUqlReYr77hA,Baby,79,214240,0,"['Justin Bieber', 'Ludacris']","['1uNFoZAHBGtllmzznpCI3s', '3ipn9JLAPI5GUEo4y4jcoi']",2010-01-01,0.728,0.8590000000000001,5,-5.237,0,0.13699999999999998,0.0401,0.0,0.111,0.535,65.043,4,Justin Bieber,True
Baby (Lil Baby feat. DaBaby),2022-09-21 13:53,Quality Control,142417,5MPPttjfGap2C6j6eKcO6J,Baby (Lil Baby feat. DaBaby),75,142417,1,"['Quality Control', 'Lil Baby', 'DaBaby']","['6i392l38cR3uBPF0DbNs7S', '5f7VJjfbwm532GiveGC0ZK', '4r63FhuTkUYltbVAg5TQnk']",2019-08-16,0.97,0.46299999999999997,10,-7.2589999999999995,1,0.366,0.0957,0.0,0.151,0.46,108.00299999999999,4,Quality Control,True
